bodyPart,equipment,id,name,target,secondaryMuscles/0,secondaryMuscles/1,instructions/0,instructions/1,instructions/2,instructions/3,instructions/4,instructions/5,secondaryMuscles/2,instructions/6,instructions/7,secondaryMuscles/3,instructions/8,secondaryMuscles/4,instructions/9,secondaryMuscles/5,instructions/10
upper arms,dumbbell,0422_dumbbell_standing_one_arm_curl_over_incline_bench,dumbbell standing one arm curl (over incline bench),biceps,forearms,,"Stand with your feet shoulder-width apart, holding a dumbbell in one hand with your palm facing forward.",Place your other hand on an incline bench for support.,"Keeping your upper arm stationary, exhale and curl the dumbbell towards your shoulder by contracting your biceps.","Pause for a moment at the top, then inhale and slowly lower the dumbbell back to the starting position.","Repeat for the desired number of repetitions, then switch arms.",,,,,,,,,,
upper arms,dumbbell,1680_dumbbell_standing_one_arm_curl_over_incline_bench,dumbbell standing one arm curl over incline bench,biceps,forearms,,"Stand with your feet shoulder-width apart, holding a dumbbell in one hand.",Place your other hand on an incline bench for support.,"Keeping your upper arm stationary, curl the dumbbell towards your shoulder by contracting your biceps.","Pause for a moment at the top, then slowly lower the dumbbell back to the starting position.","Repeat for the desired number of repetitions, then switch arms.",,,,,,,,,,
upper arms,dumbbell,0423_dumbbell_standing_one_arm_extension,dumbbell standing one arm extension,triceps,shoulders,,"Stand with your feet shoulder-width apart, holding a dumbbell in one hand.","Raise the dumbbell overhead, fully extending your arm.",Keep your upper arm close to your head and perpendicular to the ground.,"Slowly lower the dumbbell behind your head, bending your elbow.","Pause for a moment, then raise the dumbbell back to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
shoulders,dumbbell,0424_dumbbell_standing_one_arm_palm_in_press,dumbbell standing one arm palm in press,delts,triceps,core,"Stand with your feet shoulder-width apart, holding a dumbbell in one hand at shoulder height with your palm facing inwards.",Engage your core and keep your back straight.,Press the dumbbell upwards until your arm is fully extended.,"Pause for a moment at the top, then slowly lower the dumbbell back to the starting position.","Repeat for the desired number of repetitions, then switch to the other arm.",,,,,,,,,,
upper arms,dumbbell,0425_dumbbell_standing_one_arm_reverse_curl,dumbbell standing one arm reverse curl,biceps,forearms,,Stand up straight with your feet shoulder-width apart and hold a dumbbell in one hand with an overhand grip.,"Keep your arm fully extended and close to your body, with your palm facing down.","Slowly curl the dumbbell up towards your shoulder, keeping your upper arm stationary.","Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position.","Repeat for the desired number of repetitions, then switch to the other arm.",,,,,,,,,,
shoulders,dumbbell,0426_dumbbell_standing_overhead_press,dumbbell standing overhead press,delts,triceps,upper back,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder level with your palms facing forward.",Press the dumbbells upward until your arms are fully extended overhead.,"Pause for a moment at the top, then slowly lower the dumbbells back down to shoulder level.",Repeat for the desired number of repetitions.,,,,,,,,,,,
shoulders,dumbbell,0427_dumbbell_standing_palms_in_press,dumbbell standing palms in press,delts,triceps,chest,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder level with your palms facing inwards.","Keeping your core engaged and your back straight, press the dumbbells upwards until your arms are fully extended overhead.","Pause for a moment at the top, then slowly lower the dumbbells back to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,,
upper arms,dumbbell,0428_dumbbell_standing_preacher_curl,dumbbell standing preacher curl,biceps,forearms,,"Stand upright with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing forward.","Rest the back of your upper arms against the preacher bench or an incline bench, with your elbows slightly bent.","Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps.",Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level.,Hold the contracted position for a brief pause as you squeeze your biceps.,Inhale and slowly begin to lower the dumbbells back to the starting position.,,Repeat for the desired number of repetitions.,,,,,,,
upper arms,dumbbell,0429_dumbbell_standing_reverse_curl,dumbbell standing reverse curl,biceps,forearms,,"Stand up straight with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body.","Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level.",Hold the contracted position for a brief pause as you squeeze your biceps.,Inhale and slowly begin to lower the dumbbells back to the starting position.,Repeat for the desired number of repetitions.,,,,,,,,,,
upper arms,dumbbell,0430_dumbbell_standing_triceps_extension,dumbbell standing triceps extension,triceps,shoulders,,Stand with your feet shoulder-width apart and hold a dumbbell in one hand.,"Raise the dumbbell overhead, keeping your arm straight.","Bend your elbow and lower the dumbbell behind your head, keeping your upper arm stationary.",Extend your arm back up to the starting position.,Repeat for the desired number of repetitions.,,,,,,,,,,
upper arms,dumbbell,2293_dumbbell_standing_zottman_preacher_curl,dumbbell standing zottman preacher curl,biceps,forearms,,"Stand up straight with a dumbbell in each hand, palms facing forward.",Place your upper arms against the preacher bench and keep your elbows slightly bent.,Curl the dumbbells up towards your shoulders while keeping your upper arms stationary.,"At the top of the movement, rotate your wrists so that your palms are facing downward.","Slowly lower the dumbbells back to the starting position, rotating your wrists back to the starting position as well.",Repeat for the desired number of repetitions.,,,,,,,,,
upper arms,dumbbell,1684_dumbbell_step_up_single_leg_balance_with_bicep_curl,dumbbell step up single leg balance with bicep curl,biceps,quadriceps,glutes,"Stand in front of a step or platform with a dumbbell in each hand, palms facing your body.","Place your right foot on the step, ensuring your entire foot is in contact with the surface.","Engage your core and push through your right heel to lift your body up onto the step, bringing your left knee up towards your chest.","At the top of the movement, perform a bicep curl by bending your elbows and bringing the dumbbells towards your shoulders.",Lower the dumbbells back down and simultaneously lower your left foot back to the ground.,"Repeat the movement on the opposite side, stepping up with your left foot and curling the dumbbells.",hamstrings,Continue alternating sides for the desired number of repetitions.,,,,,,,
upper legs,dumbbell,0431_dumbbell_step_up,dumbbell step-up,glutes,quadriceps,hamstrings,"Stand in front of a bench or step with a dumbbell in each hand, palms facing your body.","Place your right foot on the bench or step, ensuring your entire foot is in contact with the surface.","Push through your right heel and lift your body up onto the bench or step, straightening your right leg.","Bring your left foot up onto the bench or step, standing fully upright.","Step back down with your left foot, followed by your right foot, returning to the starting position.","Repeat for the desired number of repetitions, then switch legs.",calves,,,,,,,,
upper legs,dumbbell,2796_dumbbell_step_up_lunge,dumbbell step-up lunge,quads,glutes,hamstrings,"Stand in front of a step or platform with a dumbbell in each hand, palms facing your sides.","Place your right foot on the step, ensuring your entire foot is on the surface.","Push through your right heel and lift your body up onto the step, bringing your left foot up as well.","Once both feet are on the step, lower your left foot back down to the starting position, keeping your right foot on the step.","Repeat the movement, alternating which foot you step up with each time.",Continue for the desired number of repetitions.,calves,,,,,,,,
upper legs,dumbbell,2812_dumbbell_step_up_split_squat,dumbbell step-up split squat,quads,glutes,hamstrings,"Stand in front of a bench or step with a dumbbell in each hand, palms facing your body.","Place your right foot on the bench or step, ensuring your entire foot is in contact with the surface.","Step up onto the bench or step with your right foot, pushing through your heel to lift your body up.","As you step up, simultaneously lift your left knee towards your chest.","Pause at the top of the movement, then slowly lower your left foot back to the ground while keeping your right foot on the bench or step.",Repeat the movement with your left foot on the bench or step.,calves,Continue alternating between your right and left foot for the desired number of repetitions.,,,,,,,
upper legs,dumbbell,0432_dumbbell_stiff_leg_deadlift,dumbbell stiff leg deadlift,glutes,hamstrings,lower back,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip.","Keeping your back straight and your core engaged, hinge at the hips and lower the dumbbells towards the ground, allowing a slight bend in your knees.","Lower the dumbbells until you feel a stretch in your hamstrings, then squeeze your glutes and push through your heels to return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,,
